Device,Model,MaxNumSeqs,MaxNumBatchedTokens,TensorParallelSize,MaxModelLen,Dataset,InputLen,OutputLen,ExpectedETEL,NumPrompts
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,256,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,512,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,1024,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,2048,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,64,4096,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,128,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,256,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,512,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,1024,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,2048,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,128,4096,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,256,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,512,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,1024,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,2048,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,256,4096,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,512,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,1024,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,2048,1,64,random,30,30,1000,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,500,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,1000,1000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,500,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,1000,2000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,500,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,1000,3000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,500,5000
v6e-1,Qwen/Qwen2.5-7B-Instruct,512,4096,1,64,random,30,30,1000,5000
